Date,Gamma
1995-07-14,-0.024708646030105502
1995-07-21,0.09160252753078887
1995-07-28,-0.05281585139822126
1995-08-04,0.03848823089119658
1995-08-11,0.0821644396514503
1995-08-18,-0.034213860281684126
1995-08-25,-0.0360649590746093
1995-09-01,0.059823653148037476
1995-09-08,-0.0381717241963106
1995-09-15,0.049391244369261504
1995-09-22,-0.0017155579231119544
1995-09-29,-0.06170060660985559
1995-10-06,0.003914089386493577
1995-10-13,0.02211792782888009
1995-10-20,0.00017955152850892013
1995-10-27,0.020394402485002593
1995-11-03,-0.022190098987584117
1995-11-10,-0.06665711359085214
1995-11-17,-0.07213825452478598
1995-11-24,0.03750987361054185
1995-12-01,-0.004898342298100521
1995-12-08,-0.0806432052542349
1995-12-15,0.04904435084176325
1995-12-22,-0.019436561272349957
1995-12-29,-0.060431451701643005
1996-01-05,-0.0060873878075370265
1996-01-12,0.054295422283148397
1996-01-19,0.02914607993220664
1996-01-26,0.014184146741213528
1996-02-02,0.021201882452402634
1996-02-09,-0.012649888114273238
1996-02-16,0.041575118904769344
1996-02-23,-0.02072187832661516
1996-03-01,-0.02026044881738809
1996-03-08,0.033167644779632834
1996-03-15,-0.003857631852114798
1996-03-22,0.001993217579126884
1996-03-29,0.0043217074351853835
1996-04-05,-0.03690677696404799
1996-04-12,-0.007682101549886804
1996-04-19,-0.003709137394489062
1996-04-26,-0.024788308517669534
1996-05-03,0.02628407781708316
1996-05-10,0.00039780687701510437
1996-05-17,0.039182116511593035
1996-05-24,0.001553923673099426
1996-05-31,0.028728107542141886
1996-06-07,-0.007442750334890529
1996-06-14,0.0012790134088499555
1996-06-21,0.016677100103048136
1996-06-28,0.01329826382820395
1996-07-05,-0.006953252267536185
1996-07-12,0.014784666849006214
1996-07-19,-0.02931971068666657
1996-07-26,0.035626114006101044
1996-08-02,-0.0407752486856058
1996-08-09,-0.0037296687428613547
1996-08-16,0.007686718488166522
1996-08-23,0.009145386441075744
1996-08-30,0.00021995636343828039
1996-09-06,0.03651465158517054
1996-09-13,-0.02579321526889653
1996-09-20,0.009428414815907022
1996-09-27,0.03373988198140488
1996-10-04,-0.03456924343507505
1996-10-11,0.0250461601620478
1996-10-18,-0.011804483593909832
1996-10-25,-0.007748704855616904
1996-11-01,-0.006351959400045593
1996-11-08,-0.03755880215986083
1996-11-15,-0.03758330664958993
1996-11-22,-0.002643469423528238
1996-11-29,-0.01979368366780103
1996-12-06,-0.019071290932402254
1996-12-13,0.006367411056079229
1996-12-20,-0.008173456142502498
1996-12-27,-0.02063440799960285
1997-01-03,0.016707274639746524
1997-01-10,0.011976028848229283
1997-01-17,-0.0027252486098661793
1997-01-24,0.02193989235662788
1997-01-31,-0.008845949362643947
1997-02-07,-0.0024126441666286196
1997-02-14,-0.022070424356269554
1997-02-21,-0.0388019835204897
1997-02-28,0.014491427000144743
1997-03-07,-0.016105761483704874
1997-03-14,0.02054521184139104
1997-03-21,0.012925591514248599
1997-03-28,0.0009913414750853345
1997-04-04,0.004825386638916847
1997-04-11,0.017382476977551627
1997-04-18,0.01692252793746445
1997-04-25,-0.029855964636332687
1997-05-02,-0.010457706694704827
1997-05-09,-0.03226329519268516
1997-05-16,-0.01854821431062053
1997-05-23,-0.028066869595853167
1997-05-30,0.004049193335930331
1997-06-06,0.01573768879696574
1997-06-13,0.01568844387588948
1997-06-20,-0.005040588672435441
1997-06-27,0.019213141962708628
1997-07-04,0.02123195857250782
1997-07-11,0.0076660735750169184
1997-07-18,-0.0007076692110038401
1997-07-25,0.0113659606452733
1997-08-01,-0.006181954525331508
1997-08-08,-0.018898213336470026
1997-08-15,0.015379684665911586
1997-08-22,-0.013907269649551452
1997-08-29,0.007809097898517924
1997-09-05,-0.0034442799002895263
1997-09-12,0.011262230081265843
1997-09-19,-0.002982641098336927
1997-09-26,-0.003034123447014289
1997-10-03,0.023704332724023357
1997-10-10,-0.035635852042861196
1997-10-17,-0.003335334740833355
1997-10-24,-0.006824979224371687
1997-10-31,0.019032949051530107
1997-11-07,-0.02435607783004991
1997-11-14,-0.003826530818930314
1997-11-21,-0.00022663072719417948
1997-11-28,0.0387981380737168
1997-12-05,-0.024127197449349238
1997-12-12,-0.011471293981126939
1997-12-19,-0.005937251931817213
1997-12-26,0.011948486768489083
1998-01-02,-0.003563171740774612
1998-01-09,0.02644365335073725
1998-01-16,-0.021308529961876897
1998-01-23,0.0010149601225324328
1998-01-30,0.007554885380904785
1998-02-06,-0.008002095405078232
1998-02-13,0.007035208772088992
1998-02-20,-0.00699767292667784
1998-02-27,0.0055822849574293275
1998-03-06,0.0030729006282080597
1998-03-13,0.0033239598208849256
1998-03-20,-0.009733285607483587
1998-03-27,0.008223485342460816
1998-04-03,0.0013465819959526263
1998-04-10,-0.001168951391782058
1998-04-17,-0.022848346186574456
1998-04-24,0.02524477483175676
1998-05-01,-0.015409837012865621
1998-05-08,0.012266761541537509
1998-05-15,0.01030919359619286
1998-05-22,0.0013694470707045733
1998-05-29,0.01612792876599437
1998-06-05,0.034125149174581544
1998-06-12,0.011175377180865694
1998-06-19,0.02702408372265262
1998-06-26,0.025599971192216353
1998-07-03,0.03276564375436741
1998-07-10,0.001543458704304638
1998-07-17,0.018919422549720826
1998-07-24,-0.009627545102259185
1998-07-31,-0.01039715221453019
1998-08-07,0.015444043036250176
1998-08-14,0.011839569386819208
1998-08-21,0.02301683262303095
1998-08-28,-0.0442103723570456
1998-09-04,-0.009496497308995398
1998-09-11,0.0193292723161431
1998-09-18,0.008987090702531085
1998-09-25,-0.0028770766386159176
1998-10-02,0.006810008582868076
1998-10-09,-0.034011953691106794
1998-10-16,-0.05849414258718715
1998-10-23,0.003130530260931954
1998-10-30,-0.0333876746941387
1998-11-06,0.03838890458257215
1998-11-13,0.027661201342964285
1998-11-20,0.015577585125200891
1998-11-27,0.03213244594373751
1998-12-04,0.02958240918176787
1998-12-11,0.04708414657279463
1998-12-18,0.032142053434384026
1998-12-25,-0.007799596285039233
1999-01-01,-0.03002783142538429
1999-01-08,0.03444593997675515
1999-01-15,0.0020942003797766433
1999-01-22,0.07672333123438324
1999-01-29,-0.05693282300241865
1999-02-05,0.010693762341023611
1999-02-12,0.0004535750513956446
1999-02-19,-0.0005915542948527402
1999-02-26,0.013957878439088543
1999-03-05,-0.012231329041624465
1999-03-12,0.0005788514796444627
1999-03-19,-0.015786085155103616
1999-03-26,0.027624074150869826
1999-04-02,0.031904206436904406
1999-04-09,-0.1176853975159241
1999-04-16,0.010215939184614657
1999-04-23,-0.05005840409226977
1999-04-30,-0.03382736166098928
1999-05-07,0.010497944843846278
1999-05-14,-0.01510072667826879
1999-05-21,-0.010347010973454092
1999-05-28,0.006731246983777773
1999-06-04,-0.003125569983666241
1999-06-11,0.020344447015240543
1999-06-18,0.0068706844474505846
1999-06-25,0.04078955585539283
1999-07-02,0.016407225061385193
1999-07-09,0.002010934688770479
1999-07-16,-0.02408209018152688
1999-07-23,0.004112987798945023
1999-07-30,-0.023725753408069764
1999-08-06,0.0314820226456516
1999-08-13,0.006676492488019685
1999-08-20,0.02334645501425378
1999-08-27,0.02570147735783421
1999-09-03,0.026068541125307862
1999-09-10,0.006932092189784452
1999-09-17,0.001678740878348203
1999-09-24,0.0006463896680504684
1999-10-01,0.04460504731603773
1999-10-08,-0.00600411792747552
1999-10-15,0.01360130830905644
1999-10-22,0.009932726658877988
1999-10-29,0.024545797217197712
1999-11-05,0.034452888092486214
1999-11-12,0.013575834175160437
1999-11-19,0.029891238359911722
1999-11-26,0.020293662170108362
1999-12-03,0.0436467075521741
1999-12-10,0.01731709846210723
1999-12-17,0.03353961592127335
1999-12-24,0.0042932501846054535
1999-12-31,-0.02584129328371771
2000-01-07,0.0469712668494468
2000-01-14,0.05934867414221027
2000-01-21,-0.03421883650172125
2000-01-28,0.04489413978274623
2000-02-04,0.054990128583742894
2000-02-11,0.027318702506213124
2000-02-18,0.04503700591419393
2000-02-25,0.04549264074927605
2000-03-03,0.02719986339478343
2000-03-10,-0.10595623135224269
2000-03-17,0.008599672458228302
2000-03-24,-0.08019562452167389
2000-03-31,0.01257447273604978
2000-04-07,-0.13618658993083904
2000-04-14,0.06528001598159014
2000-04-21,0.04865965757153668
2000-04-28,-0.006289403188582664
2000-05-05,-0.06033859697225243
2000-05-12,-0.01628010005809316
2000-05-19,-0.045921201664086454
2000-05-26,0.13735811702536171
2000-06-02,0.025538870162133197
2000-06-09,0.015119637918926914
2000-06-16,0.019149928310169356
2000-06-23,0.015432501304814737
2000-06-30,-0.017560895451782237
2000-07-07,0.03728976132894855
2000-07-14,-0.018823870008971014
2000-07-21,-0.06901633953447345
2000-07-28,0.004231007398648124
2000-08-04,-0.014054906892989287
2000-08-11,0.03615300192311495
2000-08-18,0.03248872045456167
2000-08-25,0.026716687785615936
2000-09-01,-0.042304039102463754
2000-09-08,0.0010279517192559508
2000-09-15,0.026222050542725573
2000-09-22,-0.019350887466889552
2000-09-29,-0.03358570312833712
2000-10-06,0.017020725135613677
2000-10-13,0.029008211595210952
2000-10-20,-0.04765245599675969
2000-10-27,-0.010589487242300376
2000-11-03,-0.01787077125277858
2000-11-10,-0.011904177933402047
2000-11-17,-0.0027852798026349046
2000-11-24,-0.006461633199267189
2000-12-01,0.07146886957190449
2000-12-08,-0.030366465319097598
2000-12-15,0.015857997191235318
2000-12-22,-0.0014439586603215695
2000-12-29,-0.10031543696816092
2001-01-05,-0.06837325587747853
2001-01-12,-0.03457603214748381
2001-01-19,0.02847540272495068
2001-01-26,0.00966126176064313
2001-02-02,0.05824354410684249
2001-02-09,0.01895433296709444
2001-02-16,0.016626391161953216
2001-02-23,0.029996570983607283
2001-03-02,0.003273738683469704
2001-03-09,0.043853653981560825
2001-03-16,-0.008504946047944162
2001-03-23,0.0508738075848794
2001-03-30,0.06872795819595424
2001-04-06,-0.1427321334425408
2001-04-13,-0.10168914986198223
2001-04-20,0.05324714170834213
2001-04-27,-0.07667787828011756
2001-05-04,0.03795769899782118
2001-05-11,-0.010122114261043456
2001-05-18,-0.02855572691019543
2001-05-25,0.0521551020448338
2001-06-01,-0.004827369629974076
2001-06-08,0.07349767413347795
2001-06-15,0.029524635760487708
2001-06-22,-0.07939959821420392
2001-06-29,0.05906369416828814
2001-07-06,-0.0020925390443595985
2001-07-13,0.031870011095019
2001-07-20,-0.008120261466048613
2001-07-27,-0.018538024348727523
2001-08-03,0.04708393126049821
2001-08-10,0.050414641311906525
2001-08-17,-0.0033598629373709577
2001-08-24,0.022026824679724565
2001-08-31,0.03791259585572073
2001-09-07,-0.006689252147734317
2001-09-14,0.036562299155158906
2001-09-21,0.06323188352006393
2001-09-28,-0.058162268322246
2001-10-05,-0.08872144129427027
2001-10-12,0.013363168456786778
2001-10-19,-0.06165812024044674
2001-10-26,0.03394183004912289
2001-11-02,-0.05147128613734264
2001-11-09,-0.07444385693729019
2001-11-16,0.0007408810854201428
2001-11-23,0.026201150557759505
2001-11-30,-0.022123347270110616
2001-12-07,0.03827367733176981
2001-12-14,0.002241856467960307
2001-12-21,-0.03221707918088262
2001-12-28,-0.044683280074103056
2002-01-04,0.01886258876252476
2002-01-11,0.033272826550444265
2002-01-18,0.009291299576852196
2002-01-25,0.04564649144413723
2002-02-01,0.005646336503780207
2002-02-08,-0.015932335314991358
2002-02-15,-0.03289653078696344
2002-02-22,-0.01954939965728819
2002-03-01,-0.04682967390144058
2002-03-08,-0.01378037436586351
2002-03-15,0.0008136342468063504
2002-03-22,0.015067729206972821
2002-03-29,0.03787609738113672
2002-04-05,0.05845086344018451
2002-04-12,-0.04217120371357263
2002-04-19,0.0662901122165387
2002-04-26,0.04598263455297475
2002-05-03,0.004028162379144478
2002-05-10,-0.03693352109490335
2002-05-17,0.0024807485540627237
2002-05-24,0.01599419830916142
2002-05-31,0.06784602943464223
2002-06-07,0.02550758992002688
2002-06-14,0.05813458754514154
2002-06-21,-0.01317950787617477
2002-06-28,0.018805068872920182
2002-07-05,-0.016613029137302053
2002-07-12,-0.04375234394200228
2002-07-19,0.14343324550493694
2002-07-26,-0.04435920180701449
2002-08-02,0.030095375596640245
2002-08-09,-0.01319657395067663
2002-08-16,-0.08450971897790438
2002-08-23,0.01853890839227129
2002-08-30,0.026554098745058177
2002-09-06,0.006365920894068267
2002-09-13,0.053165738903256786
2002-09-20,0.051217605646997594
2002-09-27,0.038263749077691346
2002-10-04,-0.023889082882962497
2002-10-11,-0.02751190084783753
2002-10-18,-0.0900921659384782
2002-10-25,-0.07481622818870343
2002-11-01,-0.03440720491075901
2002-11-08,-0.041249214752138184
2002-11-15,-0.11855583800839513
2002-11-22,-0.04314081489254987
2002-11-29,0.07169402106098535
2002-12-06,0.02903130944781086
2002-12-13,0.028828010826131324
2002-12-20,-0.016367760181281554
2002-12-27,-0.026829044589544705
2003-01-03,-0.07953341102915074
2003-01-10,0.03478672608632639
2003-01-17,0.03939794702928567
2003-01-24,0.02965557579842169
2003-01-31,0.035623738717494954
2003-02-07,0.017253250699711703
2003-02-14,-0.017228821802316545
2003-02-21,0.005193587079367188
2003-02-28,0.029414577950262456
2003-03-07,-0.002610547598788504
2003-03-14,-0.07322370380974823
2003-03-21,0.0223799377906104
2003-03-28,-0.015341869198187169
2003-04-04,-0.003394412583406629
2003-04-11,-0.023600207430168496
2003-04-18,-0.018952117443881363
2003-04-25,-0.03484635976232059
2003-05-02,-0.02643572269240856
2003-05-09,-0.015954504298906845
2003-05-16,0.006520165030664399
2003-05-23,-0.012168398492627599
2003-05-30,-0.0003516455172495876
2003-06-06,0.006934903706482913
2003-06-13,-0.02371395941260481
2003-06-20,0.012794662356929385
2003-06-27,0.026282195651621414
2003-07-04,0.022628947956975533
2003-07-11,-0.04335059104555554
2003-07-18,0.012051040241808036
2003-07-25,-0.0169455129978686
2003-08-01,-0.03194928438180781
2003-08-08,0.029506402782070625
2003-08-15,0.04772142117106386
2003-08-22,0.014671519248927789
2003-08-29,0.019663927932130346
2003-09-05,-0.012407969807640465
2003-09-12,0.026558952107607163
2003-09-19,-0.041190733039766746
2003-09-26,0.03883455488101904
2003-10-03,0.0296237959685664
2003-10-10,-0.012384036868308058
2003-10-17,-0.010216609429634198
2003-10-24,0.00812984678455462
2003-10-31,0.009834996633546034
2003-11-07,-0.01953259132437447
2003-11-14,-0.011002038095996288
2003-11-21,0.03639361513051016
2003-11-28,-0.06038285316556374
2003-12-05,-0.030980914440833507
2003-12-12,-0.017050585831786397
2003-12-19,-0.0005858791205907273
2003-12-26,0.0011146707661212573
2004-01-02,0.03946260183780011
2004-01-09,0.030013240290555406
2004-01-16,-0.017961371699835985
2004-01-23,-0.021497285409283078
2004-01-30,0.002306513744671629
2004-02-06,-0.016862215043975864
2004-02-13,-0.018151138409086994
2004-02-20,0.002806837792756957
2004-02-27,0.01298352859164035
2004-03-05,-0.03268846328350577
2004-03-12,-0.010848122749646971
2004-03-19,0.01769072093353032
2004-03-26,0.021739783793134723
2004-04-02,0.007028671196835436
2004-04-09,-0.030506212682208482
2004-04-16,0.009482429546798779
2004-04-23,-0.06278208859892058
2004-04-30,0.012464623080411697
2004-05-07,-0.005924240227920781
2004-05-14,-0.0017457915016710142
2004-05-21,0.021390310499641192
2004-05-28,0.00794066745903184
2004-06-04,-0.0013494553250239564
2004-06-11,0.009998974401607267
2004-06-18,0.019941391056109786
2004-06-25,0.009402129649032401
2004-07-02,-0.00019895732273131375
2004-07-09,-0.0073359638447481074
2004-07-16,-0.022504112679704407
2004-07-23,0.012634147739636094
2004-07-30,-0.020840681749989563
2004-08-06,0.024728652294239248
2004-08-13,-0.03266170467738267
2004-08-20,-0.004266747133847372
2004-08-27,0.03187269907435086
2004-09-03,-0.028971055406032033
2004-09-10,0.00707750675500608
2004-09-17,0.03408699887164974
2004-09-24,0.0011198816905674024
2004-10-01,0.013906568000743191
2004-10-08,0.0008284325809309335
2004-10-15,-0.013452656204799128
2004-10-22,-0.04088404403985139
2004-10-29,-0.004270208263047338
2004-11-05,0.010809115864765262
2004-11-12,-0.023776173447999593
2004-11-19,0.021435509196677235
2004-11-26,-0.018292098635210023
2004-12-03,0.00011690142331229323
2004-12-10,0.005604780078489106
2004-12-17,-0.004628494074725887
2004-12-24,-0.018802476855431714
2004-12-31,0.007354741928321643
2005-01-07,0.03744329301198552
2005-01-14,0.008443189480752261
2005-01-21,0.006755519250479997
2005-01-28,0.01735893518566591
2005-02-04,-0.01032360385633767
2005-02-11,0.023946776660625977
2005-02-18,0.01753578652259473
2005-02-25,0.016148921654533303
2005-03-04,-0.016476222330478824
2005-03-11,0.0172108919076626
2005-03-18,-0.011224877560056246
2005-03-25,0.020057241447796907
2005-04-01,-0.0060190848361631275
2005-04-08,-0.03254876233097855
2005-04-15,0.03248752637194106
2005-04-22,-0.012060347496211269
2005-04-29,0.017653754983884037
2005-05-06,-0.05268959815962908
2005-05-13,-0.011233629670547219
2005-05-20,0.018264936640567737
2005-05-27,0.017131007947497983
2005-06-03,-0.010018164326008846
2005-06-10,-0.0010978157107658889
2005-06-17,0.0016018577705944278
2005-06-24,0.012659410735470882
2005-07-01,0.003342584456322751
2005-07-08,-0.01418821777522554
2005-07-15,0.004375298882750107
2005-07-22,0.018977934085620478
2005-07-29,0.012550928212558689
2005-08-05,0.00695066854715315
2005-08-12,-0.017151076791340907
2005-08-19,0.00661060029319286
2005-08-26,0.02221940415800912
2005-09-02,0.01998362643598762
2005-09-09,-0.009225043683330336
2005-09-16,0.0178341950517994
2005-09-23,0.02177605968824664
2005-09-30,-0.01982297952338258
2005-10-07,-0.010967444068626844
2005-10-14,-0.018110825290186754
2005-10-21,0.016504568191976664
2005-10-28,-0.004666703726432003
2005-11-04,-0.034647637931937064
2005-11-11,0.013799524834544828
2005-11-18,0.005785251807823345
2005-11-25,-0.004291777547217065
2005-12-02,0.01454410640644216
2005-12-09,-0.005347415160122452
2005-12-16,0.008551490590807287
2005-12-23,-0.008838667628354486
2005-12-30,0.029686852973313298
2006-01-06,0.007463798885136536
2006-01-13,0.014623673078181475
2006-01-20,0.009496757327213445
2006-01-27,0.004302603270619606
2006-02-03,-0.02145271394008244
2006-02-10,0.0019731663054745395
2006-02-17,0.011532547508487624
2006-02-24,0.02275110672475875
2006-03-03,-0.03499576816085748
2006-03-10,0.02552670453019356
2006-03-17,0.007628298043292438
2006-03-24,0.017023751018394016
2006-03-31,0.019868830251720884
2006-04-07,0.0035308717236028422
2006-04-14,0.027832991488432334
2006-04-21,-0.02724192192565632
2006-04-28,0.034326091734456915
2006-05-05,-0.0293185600859416
2006-05-12,-0.05378412933382339
2006-05-19,0.004815765833458418
2006-05-26,0.010422881794049349
2006-06-02,-0.05906769167349591
2006-06-09,0.0031559112834932046
2006-06-16,0.026007530939861502
2006-06-23,0.04754923405118802
2006-06-30,-0.013205422280295425
2006-07-07,-0.015940536865128408
2006-07-14,-0.02725299578230779
2006-07-21,0.010184577473783912
2006-07-28,0.0028286598447223024
2006-08-04,-0.02186389205741327
2006-08-11,-0.013451605432802138
2006-08-18,-0.006469746512932569
2006-08-25,-0.010476109696560947
2006-09-01,-0.0025807538009429915
2006-09-08,-0.030808949410487098
2006-09-15,0.00531452651325075
2006-09-22,0.00879310105353845
2006-09-29,0.006200501216888544
2006-10-06,0.010270818670000993
2006-10-13,0.0031111699570913636
2006-10-20,-0.014830775657152165
2006-10-27,-0.0134628718956093
2006-11-03,-0.003647229402264689
2006-11-10,-0.0055969568753804905
2006-11-17,0.011643016540154776
2006-11-24,-0.008533756725170327
2006-12-01,0.014518632666895341
2006-12-08,-0.001672589236541246
2006-12-15,-0.0013332419003602824
2006-12-22,0.0038573064971673524
2006-12-29,0.004290889346809669
2007-01-05,0.02087150719293233
2007-01-12,0.0003919070978187479
2007-01-19,0.0011675318977193469
2007-01-26,-0.012634445945648914
2007-02-02,0.009725773670078692
2007-02-09,-0.0019585645562885516
2007-02-16,-0.007921429370107338
2007-02-23,0.002804478427323707
2007-03-02,0.024137390401684104
2007-03-09,0.006564829500513497
2007-03-16,-0.001040436947206132
2007-03-23,0.007435928285472901
2007-03-30,0.011851728281625541
2007-04-06,-0.00789193614290869
2007-04-13,-0.013449978321096812
2007-04-20,0.00858372021797259
2007-04-27,-0.008513658656547693
2007-05-04,0.0022165893290843
2007-05-11,-0.0034365315697509023
2007-05-18,-0.009927806548837605
2007-05-25,0.01250380601702306
2007-06-01,-0.005855178159708155
2007-06-08,0.014761834005397765
2007-06-15,0.005561073417578687
2007-06-22,0.000786124345651048
2007-06-29,0.026006487045622237
2007-07-06,0.017815370035707406
2007-07-13,0.012752282914367858
2007-07-20,-0.019001761831192374
2007-07-27,0.019139807806460924
2007-08-03,-0.057988516319596145
2007-08-10,-0.051291415291845215
2007-08-17,0.0786239355304374
2007-08-24,0.02430055742392538
2007-08-31,0.016736539863191673
2007-09-07,0.013654922148755754
2007-09-14,0.024306428234564807
2007-09-21,0.02771150676083209
2007-09-28,-0.02409801333731371
2007-10-05,0.033416516473011616
2007-10-12,0.0477772092454846
2007-10-19,0.012902728601697467
2007-10-26,0.031023801832237182
2007-11-02,-0.018794412750807985
2007-11-09,-0.0074603998707720234
2007-11-16,0.012282050129473737
2007-11-23,0.009452526995399757
2007-11-30,0.010622086244685417
2007-12-07,0.04739722416926951
2007-12-14,0.010148607529839714
2007-12-21,0.024620723598139948
2007-12-28,0.039001050521270106
2008-01-04,-0.02040378738922261
2008-01-11,-0.029160975696801483
2008-01-18,-0.09005328665306814
2008-01-25,-0.08387195993848097
2008-02-01,0.04596349083142407
2008-02-08,0.026103724872429176
2008-02-15,0.0038466031036065397
2008-02-22,0.026461949171241374
2008-02-29,0.02580477121038188
2008-03-07,0.021966954170109184
2008-03-14,-0.053031312272185466
2008-03-21,0.041677826182205925
2008-03-28,-0.015031976990102072
2008-04-04,0.03817644227905878
2008-04-11,0.010618804389104912
2008-04-18,-0.011914567264664598
2008-04-25,-0.04958923571268764
2008-05-02,0.050917377657302865
2008-05-09,-0.007392722547311902
2008-05-16,0.020551632006217097
2008-05-23,-0.007888154222024196
2008-05-30,0.037152424593694756
2008-06-06,0.030042252125573165
2008-06-13,0.0502374784088381
2008-06-20,0.058042186917877374
